"carat","cut","color","clarity","depth","table","price","x","y","z"
1.01,"Premium","F","SI1",62.7,54,4276,6.42,6.37,4.01
1.73,"Very Good","G","VS2",62.9,58,16807,7.58,7.65,4.79
0.3,"Ideal","H","VS2",62.3,54,491,4.31,4.36,2.7
0.9,"Very Good","I","VS2",58.4,62,3334,6.29,6.35,3.69
0.48,"Good","F","VS1",59,60.9,1402,5.09,5.15,3.02
0.52,"Ideal","D","VS2",62.6,56,1822,5.11,5.14,3.21
1.14,"Premium","G","VS2",61.4,60,7079,6.71,6.68,4.11
0.4,"Ideal","E","VS2",62.3,56,975,4.75,4.72,2.95
1.21,"Ideal","I","SI1",62.4,57,5624,6.84,6.78,4.25
0.37,"Ideal","E","SI1",61,56,613,4.66,4.68,2.85
1.05,"Ideal","H","SI1",60.8,56,5704,6.62,6.58,4.01
0.78,"Very Good","F","VS1",60.6,57,3401,5.95,6,3.62
0.43,"Premium","F","SI1",60.6,59,1016,4.87,4.84,2.94
1.03,"Premium","H","VS1",62.5,59,5624,6.47,6.43,4.03
0.35,"Ideal","E","VVS1",60.7,57,1116,4.57,4.53,2.76
0.9,"Fair","I","SI1",67.3,59,2804,5.93,5.84,3.96
0.36,"Very Good","I","VS1",60.3,60,568,4.58,4.64,2.78
0.33,"Ideal","D","VVS1",61,55,1100,4.47,4.52,2.74
0.32,"Ideal","H","VS2",62,57,505,4.35,4.39,2.71
0.56,"Premium","F","SI1",61,58,1646,5.36,5.33,3.26
0.54,"Very Good","H","SI2",62.7,59,1099,5.17,5.2,3.25
0.33,"Good","D","VS2",63.6,56,625,4.38,4.42,2.8
0.7,"Premium","I","VVS1",59.1,60,2536,5.8,5.77,3.42
1,"Premium","H","VVS2",61.9,61,4312,6.36,6.31,3.92
2.04,"Premium","G","SI2",62.1,59,14900,8.14,8.06,5.03
1.64,"Fair","G","I1",64.5,60,4849,7.44,7.35,4.76
1.01,"Good","G","SI1",64.3,55,3733,6.34,6.31,4.07
0.3,"Very Good","H","VS1",60.4,61,526,4.3,4.34,2.61
0.91,"Good","D","SI1",63.1,61,4113,6.1,6.16,3.87
2.21,"Premium","H","SI1",61.1,58,13983,8.39,8.34,5.11
0.35,"Ideal","G","VS1",62.1,56,706,4.52,4.56,2.82
1.12,"Premium","H","SI1",61.9,59,5291,6.66,6.52,4.08
0.35,"Premium","H","VS2",61.8,56,709,4.58,4.54,2.82
1.5,"Very Good","I","SI2",63.4,58,7211,7.15,7.21,4.55
1.11,"Very Good","G","VS2",60.8,58,6593,6.65,6.7,4.06
1.02,"Very Good","F","VS2",61.7,58,6479,6.47,6.5,4
0.3,"Very Good","E","VVS1",60.5,57,862,4.37,4.39,2.65
0.26,"Premium","E","VVS1",62.3,60,769,4.09,4.07,2.54
0.7,"Premium","D","VVS2",61.5,60,3210,5.71,5.64,3.49
0.81,"Premium","H","VS1",61.7,58,3107,5.98,5.95,3.68
0.57,"Premium","F","VS1",61.3,58,1915,5.38,5.26,3.26
0.32,"Premium","I","VVS2",61.9,59,561,4.35,4.38,2.7
0.23,"Premium","H","VS1",59.4,61,434,4.05,4,2.39
0.32,"Ideal","E","SI2",62.7,55,576,4.42,4.39,2.76
0.42,"Ideal","H","SI1",62.4,57,700,4.76,4.79,2.98
0.31,"Very Good","G","SI1",63.1,59,593,4.33,4.29,2.72
1.5,"Premium","F","VS2",60.9,60,13853,7.42,7.35,4.5
0.57,"Premium","F","VS1",61.3,54,1815,5.41,5.35,3.3
0.38,"Ideal","G","SI2",61.6,55,602,4.64,4.68,2.87
0.28,"Ideal","I","VVS2",62.2,55,497,4.21,4.24,2.63
0.33,"Ideal","G","IF",61,55,946,4.49,4.52,2.75
0.7,"Ideal","D","VS2",61.5,56,3129,5.7,5.74,3.52
0.3,"Ideal","F","VVS1",61.8,54,857,4.34,4.36,2.69
1.13,"Premium","E","SI2",59.4,62,4040,6.83,6.78,4.04
0.31,"Ideal","D","VVS2",61.8,54,828,4.36,4.38,2.7
1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
1.15,"Very Good","H","VVS2",58.8,58,6793,6.87,6.9,4.05
1.02,"Ideal","E","SI1",60.4,55,5278,6.54,6.48,3.93
1.5,"Ideal","G","VVS2",62.2,55,16948,7.33,7.35,4.57
1.66,"Very Good","E","SI1",61.7,58,12818,7.52,7.59,4.66
0.59,"Very Good","G","VS1",57.4,63,1915,5.54,5.58,3.19
1.21,"Very Good","F","VS2",63.5,55,7928,6.77,6.71,4.28
0.31,"Very Good","D","SI2",61.5,60,462,4.31,4.34,2.66
0.92,"Very Good","F","SI2",62.9,58,3763,6.18,6.22,3.9
1.2,"Premium","H","VS2",62.8,58,6416,6.75,6.7,4.22
0.7,"Premium","F","VVS1",61.9,60,3587,5.68,5.63,3.5
0.38,"Ideal","F","VS1",62.8,56,998,4.64,4.59,2.9
0.3,"Ideal","I","VVS1",61.8,54,540,4.32,4.35,2.68
1.26,"Premium","F","SI1",62.3,58,6915,6.89,6.84,4.28
0.77,"Premium","I","VS2",61.6,58,2275,5.92,5.96,3.66
0.71,"Ideal","E","VS1",60.4,56,3238,5.8,5.85,3.52
0.58,"Ideal","D","VVS1",62.2,56,3741,5.34,5.36,3.33
0.5,"Very Good","E","SI1",60.7,59,1281,5.09,5.13,3.1
0.4,"Ideal","H","VVS2",62.1,57,1125,4.74,4.69,2.93
0.34,"Premium","H","VS1",62.1,58,596,4.46,4.49,2.78
0.42,"Ideal","D","VS2",62.1,54,1031,4.8,4.83,2.99
0.9,"Good","F","VS1",63.8,56,3750,5.99,5.92,3.8
0.5,"Ideal","F","VS1",61.4,58,1601,5.07,5.12,3.13
0.35,"Premium","G","VVS2",62.4,56,1024,4.53,4.47,2.81
0.33,"Good","H","SI2",63.5,57,416,4.36,4.39,2.78
0.91,"Fair","E","VS2",61.8,66,4550,6.11,6.09,3.77
0.3,"Good","H","SI1",63.1,56,432,4.27,4.29,2.7
1,"Premium","D","SI1",62.2,58,5723,6.45,6.34,3.98
1.06,"Ideal","G","VS2",61.1,57,6548,6.56,6.59,4.02
1.05,"Premium","E","I1",62.2,61,3293,6.51,6.48,4.04
1.2,"Premium","J","VS1",59.1,61,5107,7,6.94,4.12
0.3,"Ideal","I","VS1",62,57,457,4.26,4.29,2.65
1,"Ideal","E","SI1",60.1,62,5629,6.46,6.48,3.89
0.32,"Very Good","G","VS1",63,55,645,4.35,4.38,2.75
0.33,"Premium","G","VS1",62.3,58,854,4.45,4.41,2.76
0.54,"Very Good","F","VS2",59.4,57,1662,5.29,5.35,3.16
0.84,"Ideal","G","VS1",61.4,56,4372,6.04,6.15,3.74
0.3,"Very Good","H","VVS1",61.1,61,638,4.27,4.3,2.62
0.79,"Ideal","D","SI1",61.3,54,3328,5.96,6.01,3.67
0.78,"Ideal","F","SI2",60.6,55,2386,6,5.99,3.63
0.36,"Premium","G","SI1",62,59,689,4.56,4.53,2.82
0.52,"Ideal","F","VS2",62.5,54,1720,5.17,5.14,3.22
1.5,"Fair","J","SI2",65.5,60,5268,7.07,7.03,4.62
1.5,"Ideal","I","SI1",61.8,57,8907,7.3,7.34,4.53
0.31,"Ideal","D","SI1",61.9,57,571,4.33,4.36,2.69
2,"Good","F","SI1",63,61,18376,7.85,7.99,4.99
0.42,"Very Good","G","SI1",62.9,54,737,4.79,4.81,3.02
0.9,"Good","G","SI2",58.4,55,3269,6.34,6.39,3.72
0.73,"Good","F","VVS2",58.2,63,3166,5.87,6.01,3.46
1.01,"Good","F","SI2",63.7,59,4166,6.28,6.38,4.03
0.42,"Very Good","D","VVS1",61.4,55,1197,4.82,4.86,2.97
1.25,"Ideal","G","VVS2",62.2,55,10983,6.87,6.93,4.29
1.76,"Premium","J","VS1",62,58,11177,7.74,7.7,4.79
0.32,"Good","H","SI2",63.2,55,393,4.34,4.36,2.75
0.34,"Good","F","VS2",64.3,53,589,4.44,4.48,2.87
0.81,"Good","D","SI2",63.6,55,2926,5.91,5.86,3.74
1.77,"Ideal","J","SI2",62,56,7771,7.78,7.74,4.81
2.1,"Good","I","SI2",62.9,64,11818,8.15,8.1,5.11
1.2,"Good","H","SI1",64.2,60,6182,6.68,6.62,4.27
1.04,"Premium","G","VVS2",61.8,58,7953,6.47,6.51,4.01
0.31,"Good","F","VS2",63.9,56,625,4.29,4.32,2.75
1.16,"Fair","H","SI2",66.3,57,4222,6.56,6.5,4.33
0.53,"Ideal","E","VS1",61.5,57,1928,5.22,5.25,3.22
0.52,"Ideal","E","VS2",61,57,1644,5.19,5.21,3.17
1.01,"Ideal","F","SI1",62,56,5486,6.44,6.39,3.98
2.24,"Ideal","I","SI2",62.1,57,15852,8.31,8.4,5.19
0.37,"Ideal","G","SI1",61.9,55,586,4.62,4.66,2.87
0.81,"Fair","I","VS2",64.6,59,2414,5.83,5.78,3.75
1.37,"Very Good","E","SI2",62.5,59,7365,6.98,7.04,4.38
0.7,"Very Good","F","VS2",62.7,57,2437,5.61,5.65,3.53
0.36,"Ideal","I","SI2",62.1,54,439,4.56,4.58,2.84
0.3,"Ideal","D","VS2",62.2,55,710,4.29,4.33,2.68
0.32,"Premium","G","SI1",60.9,56,612,4.45,4.41,2.7
0.9,"Premium","G","SI1",61.3,60,3774,6.17,6.14,3.77
1.22,"Ideal","H","VVS2",62.2,56,8014,6.83,6.87,4.26
1.03,"Very Good","E","SI1",61.3,60,5010,6.51,6.53,4
0.35,"Ideal","D","VS2",61.3,56,829,4.54,4.56,2.79
0.31,"Good","E","SI1",63.1,57,544,4.28,4.31,2.71
1.77,"Very Good","D","SI1",59.2,61,14561,7.86,7.98,4.69
0.41,"Ideal","E","VVS1",61.9,55,1367,4.78,4.79,2.96
0.33,"Ideal","G","VVS1",61.9,55,858,4.45,4.5,2.77
0.57,"Good","F","VS2",62.8,62,1642,5.22,5.25,3.29
1.06,"Good","I","VS1",58.8,62,4887,6.65,6.72,3.93
1.7,"Very Good","H","VS2",61.8,59,12257,7.58,7.66,4.71
0.83,"Ideal","G","VVS1",61.9,56,4963,6.03,6.05,3.74
0.38,"Premium","G","VS1",61.9,58,833,4.62,4.66,2.87
0.35,"Ideal","E","IF",62.2,56,1197,4.51,4.52,2.81
1.51,"Very Good","F","SI2",63.2,60,8462,7.2,7.27,4.57
0.51,"Premium","D","VS1",60,58,2203,5.19,5.14,3.1
0.31,"Ideal","F","VVS1",61.1,55,840,4.38,4.39,2.68
0.57,"Very Good","F","VS1",63.2,56,1741,5.27,5.31,3.34
0.9,"Very Good","E","SI2",61.6,58,3715,6.18,6.23,3.82
0.7,"Ideal","E","SI2",62.1,56,2475,5.68,5.65,3.52
0.41,"Ideal","E","VVS1",61.3,57,1431,4.79,4.77,2.93
0.32,"Good","D","I1",64,54,468,4.36,4.33,2.78
0.9,"Premium","I","SI1",61.8,58,3251,6.21,6.19,3.83
1.51,"Fair","G","VS2",56,65,8794,7.68,7.57,4.27
1.11,"Ideal","I","VS2",61.7,55,5506,6.66,6.69,4.12
0.7,"Ideal","G","SI1",61.9,58,2310,5.69,5.72,3.53
0.51,"Ideal","E","VVS1",62.4,55,2317,5.08,5.12,3.18
1,"Premium","E","SI1",61.9,60,5445,6.37,6.46,3.97
0.71,"Good","J","SI1",61.5,62,1755,5.61,5.66,3.47
1.01,"Premium","H","SI2",60.3,60,4638,6.49,6.47,3.91
0.56,"Premium","D","SI1",62.3,58,1865,5.28,5.21,3.27
0.71,"Very Good","H","VS1",63.9,60,2562,5.54,5.6,3.56
0.38,"Very Good","D","VS2",61.6,59,933,4.62,4.66,2.86
0.33,"Premium","G","VS2",59.3,61,743,4.51,4.49,2.67
0.38,"Ideal","D","VVS2",62.5,53,1096,4.63,4.68,2.91
1.29,"Very Good","J","VS2",61.3,60,5068,6.96,6.98,4.27
1.01,"Premium","H","VS2",61.6,59,5166,6.39,6.41,3.94
1.4,"Premium","G","SI2",60.6,58,5723,7.26,7.22,4.39
0.41,"Ideal","F","VVS2",61.4,55.7,1026,4.76,4.79,2.94
0.7,"Premium","G","VS2",61.3,58,2596,5.74,5.68,3.5
2.19,"Very Good","I","SI2",60.3,60,15907,8.29,8.33,5.01
0.31,"Premium","D","VS2",61.7,59,734,4.31,4.34,2.67
1.25,"Premium","D","SI2",59.8,55,4543,7.07,7.01,4.21
0.5,"Very Good","E","SI2",63.3,56,1181,5.09,5.05,3.21
1,"Good","H","SI2",63.8,55,3640,6.28,6.24,4
1.26,"Premium","E","SI2",60.3,60,5058,7,6.94,4.2
1.21,"Premium","H","SI1",59.5,58,6025,7.02,6.96,4.16
1.02,"Premium","G","VS2",61.5,59,5250,6.4,6.45,3.95
1.21,"Very Good","I","SI2",63.2,57,5014,6.7,6.66,4.22
0.76,"Premium","F","SI1",62.7,58,2631,5.83,5.78,3.64
0.3,"Very Good","F","SI2",62.6,61,394,4.2,4.24,2.64
0.47,"Premium","G","SI1",58.8,58,1086,5.11,5.06,2.99
0.4,"Premium","D","SI1",61.6,58,772,4.69,4.73,2.9
1.5,"Premium","J","SI1",61.7,59,7258,7.36,7.32,4.53
0.9,"Very Good","D","SI1",62.4,63,4068,6.15,6.18,3.85
0.71,"Ideal","H","VVS2",61.5,54,2594,5.74,5.8,3.55
0.51,"Ideal","E","VS2",62,56,1781,5.15,5.11,3.18
1.11,"Premium","G","VS2",60.4,58,6445,6.76,6.72,4.07
0.32,"Ideal","E","SI1",61.6,54,516,4.42,4.45,2.73
1.5,"Premium","I","SI1",61.8,58,8580,7.26,7.3,4.5
0.56,"Ideal","H","IF",61.3,56,2135,5.32,5.35,3.27
1,"Good","G","VS2",63.1,61,5702,6.33,6.38,4.01
0.41,"Very Good","D","SI2",59.9,60,619,4.78,4.8,2.87
1.09,"Very Good","F","SI1",62.3,57,5570,6.55,6.61,4.1
0.38,"Ideal","D","VS1",62,57,942,4.7,4.69,2.91
0.38,"Ideal","G","VS2",59.5,58,721,4.75,4.77,2.83
1.23,"Ideal","G","VS1",61.8,57,8465,6.89,6.86,4.25
0.44,"Ideal","F","VVS1",61.5,57,1319,4.9,4.86,3
0.41,"Ideal","F","VS1",61.8,56,1076,4.79,4.75,2.95
0.36,"Very Good","G","SI1",61.8,60,537,4.53,4.57,2.81
0.41,"Ideal","E","VVS1",60.7,57,1367,4.8,4.85,2.93
1.29,"Premium","F","VS1",59.3,60,10437,7.14,7.1,4.22
1.12,"Ideal","F","SI2",61.6,57,4720,6.68,6.66,4.11
0.35,"Ideal","F","VS2",62.3,55,706,4.53,4.56,2.83
0.94,"Very Good","G","VS2",62.9,58.6,4488,6.1,6.25,3.89
0.3,"Very Good","I","IF",63.3,57,810,4.3,4.23,2.7
1.15,"Premium","G","SI1",62.2,56,5851,6.76,6.68,4.18
1.01,"Very Good","F","SI2",59.1,57,4304,6.57,6.62,3.9
1.07,"Very Good","E","SI2",61.7,58,5304,6.54,6.56,4.04
1.06,"Premium","E","SI2",61.7,62,4654,6.54,6.5,4.02
1.02,"Ideal","F","VS2",62,55,7078,6.47,6.5,4.02
1.18,"Premium","I","SI2",60.8,58,4579,6.84,6.78,4.14
0.43,"Premium","G","VS2",61.1,58,1113,4.88,4.84,2.97
1.5,"Premium","F","SI2",58.5,60,7644,7.52,7.48,4.39
2.63,"Ideal","J","SI2",62.1,57,16914,8.83,8.88,5.5
0.41,"Premium","I","VVS1",61.5,59,1107,4.81,4.75,2.94
2.37,"Premium","H","SI2",62.3,57,16021,8.55,8.5,5.31
0.71,"Very Good","F","VS1",61.2,57,3045,5.73,5.77,3.52
1.01,"Ideal","H","SI2",61.7,56,4129,6.47,6.43,3.98
0.51,"Premium","E","VS2",61.3,60,1781,5.16,5.11,3.15
0.52,"Ideal","F","VS2",62.3,57,2246,5.18,5.13,3.21
0.42,"Ideal","F","VVS2",61.1,57,1221,4.84,4.82,2.95
1.1,"Ideal","F","VS2",61.4,56,7589,6.68,6.64,4.09
0.95,"Fair","G","SI1",66.7,56,2841,6.16,6.03,4.06
0.39,"Ideal","E","SI1",61.1,55,628,4.74,4.75,2.9
1.05,"Premium","G","SI2",61.6,60,4318,6.56,6.49,4.02
0.53,"Ideal","H","SI1",60.8,56,1268,5.27,5.29,3.21
1.28,"Ideal","J","SI1",61.2,57,4967,7.02,6.96,4.28
0.79,"Ideal","E","VS2",62.2,55,3861,5.97,5.9,3.69
1.04,"Ideal","H","SI1",61.7,56,5469,6.51,6.55,4.03
0.33,"Ideal","F","VVS1",62.4,55,1021,4.47,4.44,2.78
1.21,"Ideal","H","VS1",62,57,5902,6.79,6.75,4.19
0.36,"Very Good","G","VS1",60.6,60,678,4.57,4.61,2.78
0.3,"Premium","J","VS1",62.4,58,506,4.3,4.26,2.67
0.27,"Ideal","E","VS2",60.8,56,537,4.25,4.23,2.58
0.32,"Very Good","E","SI1",63.4,55,720,4.36,4.35,2.76
1.11,"Very Good","E","SI2",61.7,63,4177,6.65,6.54,4.07
0.5,"Premium","E","VS2",61.3,59,1746,5.1,5.05,3.11
1.02,"Premium","E","SI2",60.5,58,4478,6.58,6.54,3.97
1.01,"Premium","H","SI2",63,59,3671,6.33,6.27,3.97
1.09,"Premium","E","SI1",62.5,57,5640,6.61,6.55,4.11
1.29,"Ideal","J","VS2",60.9,58,5646,7.05,7,4.28
1.6,"Premium","G","SI1",62.4,61,11189,7.43,7.4,4.63
1,"Fair","F","VS2",64.9,52,6210,6.24,6.33,4.08
0.54,"Ideal","G","VS1",61.3,57,1754,5.25,5.28,3.23
0.4,"Ideal","D","VS1",62.3,56,1059,4.74,4.77,2.96
1.02,"Premium","G","SI1",62.2,58,4435,6.44,6.48,4.02
0.5,"Very Good","G","SI1",60,63,1197,5.06,5.1,3.05
0.71,"Ideal","G","SI1",61.4,57,2136,5.76,5.8,3.55
0.39,"Ideal","D","VS1",62,57,1095,4.67,4.71,2.91
1.07,"Ideal","G","IF",61.5,57,9361,6.54,6.59,4.04
0.3,"Ideal","F","VS2",61.6,57,776,4.32,4.28,2.65
1.26,"Ideal","F","VS2",61.5,56,10709,6.97,7.01,4.3
0.77,"Ideal","H","SI2",60.8,57,2302,5.96,5.89,3.6
1.5,"Good","G","VS2",59,58,11294,7.41,7.45,4.38
1,"Fair","E","SI2",65.2,56,4256,6.3,6.12,4.05
0.9,"Premium","I","VS2",61.6,58,3478,6.15,6.09,3.77
1.33,"Ideal","J","VS1",61.3,57,6118,7.11,7.08,4.35
0.4,"Premium","F","VVS2",60.8,59,1163,4.76,4.72,2.88
0.77,"Premium","H","VS2",59.4,60,2546,6,5.96,3.55
0.51,"Ideal","H","VS2",61.6,55,1375,5.16,5.19,3.19
1.09,"Premium","H","SI1",61.8,58,4871,6.63,6.58,4.08
0.7,"Premium","F","SI1",62.2,59,2401,5.69,5.73,3.55
0.31,"Ideal","H","VS2",62.6,57,489,4.31,4.35,2.71
0.9,"Very Good","E","VVS2",62.2,60,6289,6.04,6.12,3.78
1.02,"Good","H","SI2",63.1,59,4207,6.37,6.43,4.04
0.8,"Ideal","I","SI1",62.6,56.1,2677,5.87,5.92,3.7
0.57,"Premium","D","SI1",58.9,59,1949,5.46,5.41,3.2
2.01,"Very Good","H","SI2",63.2,59,12229,8.04,8,5.07
1.03,"Premium","E","VVS1",58.8,59,11538,6.63,6.6,3.89
1.01,"Premium","F","SI2",58.8,62,4197,6.49,6.46,3.81
0.92,"Very Good","F","SI2",59.9,60,3625,6.26,6.29,3.76
0.7,"Very Good","I","SI1",63.5,59,1999,5.65,5.62,3.58
0.76,"Premium","E","SI1",61.1,58,2897,5.91,5.85,3.59
1.01,"Premium","H","VS2",62.6,61,5050,6.33,6.29,3.95
1.04,"Very Good","F","VS2",59.6,62,6166,6.56,6.62,3.93
0.5,"Ideal","E","SI2",62.4,57,1240,5.07,5.03,3.15
0.72,"Very Good","H","VS1",60.1,57,2594,5.79,5.85,3.5
2.03,"Very Good","I","VS2",61.4,59,15826,8.06,8.12,4.97
0.3,"Premium","H","VS2",60.9,61,608,4.3,4.27,2.61
0.5,"Very Good","G","VVS1",63.3,53,1885,5.06,5.09,3.21
1.21,"Very Good","I","VS1",60.6,60,5726,6.89,6.85,4.16
0.31,"Very Good","H","VS1",63.2,57,698,4.32,4.29,2.72
1.5,"Good","J","SI2",63.7,58,5107,7.19,7.13,4.56
0.26,"Very Good","F","VVS2",59.9,59,597,4.12,4.2,2.49
0.36,"Ideal","F","VS2",62,55,726,4.55,4.58,2.83
0.24,"Very Good","F","VVS1",62.2,57,608,3.97,4,2.48
0.72,"Very Good","G","SI2",63.4,57,2001,5.67,5.71,3.61
0.96,"Very Good","G","SI1",60.3,57,4265,6.35,6.38,3.84
0.53,"Ideal","E","VS2",61.5,56,1801,5.23,5.18,3.2
0.5,"Premium","D","SI2",62.6,58,1243,5.04,4.96,3.13
2,"Fair","I","VS1",58.5,68,11322,8.26,8.15,4.8
0.7,"Ideal","E","SI2",61.9,57,2398,5.66,5.69,3.51
1.01,"Premium","F","SI1",61.8,59,4899,6.34,6.41,3.94
0.9,"Very Good","G","VVS2",63,58,4565,6.07,6.15,3.85
1.03,"Premium","H","I1",62.9,59,2336,6.41,6.3,4
1.71,"Premium","J","SI2",62.6,57,8540,7.62,7.58,4.76
1.5,"Very Good","H","SI2",62.1,59,7365,7.24,7.28,4.51
0.5,"Very Good","H","VVS2",62.9,56,1569,5.03,5.08,3.18
0.52,"Very Good","G","SI2",63.1,56,1151,5.12,5.08,3.22
1.02,"Ideal","D","SI2",62.5,57,4044,6.43,6.38,4
1.65,"Very Good","H","VS1",62,54,12686,7.55,7.62,4.7
1.51,"Very Good","J","SI1",63.1,55,8049,7.25,7.32,4.6
1.81,"Premium","E","SI2",58.2,61,13561,8.09,8.02,4.69
0.9,"Premium","F","VS2",62.4,58,4801,6.15,6.22,3.86
0.51,"Premium","E","VS2",60.6,60,1614,5.2,5.19,3.15
1.7,"Premium","F","SI1",62.4,57,14611,7.61,7.56,4.73
0.92,"Ideal","D","SI1",62.2,56,4561,6.23,6.27,3.89
0.41,"Premium","G","VVS1",59.9,59,1151,4.79,4.83,2.88
1.51,"Good","E","SI2",64.3,58,7314,7.24,7.15,4.62
0.7,"Very Good","G","IF",58.5,60,3543,5.83,5.87,3.42
1.06,"Premium","G","SI1",62.7,56,5183,6.55,6.46,4.08
1.22,"Premium","I","SI2",61.5,61,4735,6.89,6.83,4.22
0.54,"Very Good","E","VS2",61.2,58,1707,5.21,5.28,3.21
0.9,"Ideal","G","VS2",61.7,56,4773,6.19,6.26,3.84
0.71,"Premium","F","VS1",61.1,58,2942,5.76,5.72,3.51
1,"Premium","F","VS2",59.9,59,5864,6.46,6.42,3.86
0.7,"Good","F","VVS1",63.3,56,3310,5.64,5.7,3.59
0.3,"Premium","E","VS1",61.9,60,911,4.3,4.26,2.65
1.66,"Good","F","I1",62.1,57.7,6025,7.56,7.6,4.71
1.01,"Premium","H","VS2",61.6,59,5260,6.41,6.39,3.94
2.37,"Ideal","J","VS2",62.2,57,16789,8.58,8.52,5.32
0.6,"Premium","D","SI1",61.6,58,1896,5.42,5.45,3.35
1.01,"Premium","F","SI2",62.6,54,4468,6.38,6.34,3.98
0.33,"Very Good","J","VVS2",62.1,56,499,4.44,4.45,2.76
0.77,"Very Good","H","VS1",62.8,58,2961,5.75,5.78,3.62
0.57,"Ideal","F","VVS1",60.7,57,2507,5.39,5.36,3.26
0.58,"Very Good","J","VS2",62.8,57,1090,5.28,5.33,3.33
0.91,"Very Good","G","SI2",62,59,3238,6.19,6.22,3.85
0.3,"Premium","F","VS2",62.2,60,776,4.27,4.22,2.64
0.77,"Premium","E","SI1",59.8,61,2889,5.99,5.95,3.57
1.26,"Premium","G","VS2",60.1,61,8113,7.04,6.97,4.21
2,"Premium","G","SI2",60.1,62,15485,8.07,8,4.83
0.33,"Premium","F","VS2",60.8,58,854,4.47,4.44,2.71
1.18,"Ideal","E","VS1",61.4,57,11104,6.77,6.81,4.17
0.71,"Premium","G","SI1",60.4,59,2352,5.81,5.75,3.49
0.91,"Premium","H","VVS1",62.5,59,5032,6.16,6.19,3.86
2,"Fair","I","SI2",65.2,59,10483,7.74,7.69,5.03
0.5,"Good","F","SI1",63.7,61,1125,5.02,4.99,3.19
1.68,"Very Good","G","VS2",62.7,58,14192,7.51,7.54,4.72
2.02,"Premium","J","SI2",59.7,56,9728,8.18,8.13,4.87
0.42,"Very Good","H","VVS1",63.9,56,1042,4.73,4.75,3.03
0.73,"Very Good","F","SI1",61.4,60,2675,5.74,5.76,3.53
0.42,"Premium","F","SI1",60.8,58,992,4.87,4.83,2.95
0.4,"Very Good","F","SI1",61.5,60,707,4.77,4.7,2.91
1.5,"Premium","H","SI2",62.3,60,8645,7.3,7.22,4.52
0.41,"Premium","F","VVS2",61.6,59,1017,4.79,4.73,2.93
0.7,"Premium","G","SI2",58,60,2268,5.91,5.88,3.42
1.02,"Ideal","H","SI2",61.8,55,4284,6.51,6.47,4.01
1.07,"Ideal","F","SI1",62.3,56,6200,6.51,6.53,4.06
0.34,"Ideal","F","SI2",61.9,57,438,4.5,4.52,2.79
1.2,"Premium","I","SI1",61.4,57,5098,6.87,6.8,4.2
0.64,"Ideal","F","VVS2",61,56,3336,5.55,5.59,3.4
0.33,"Ideal","E","VS2",62,56,723,4.46,4.48,2.77
2.04,"Ideal","J","SI1",59.1,59,12554,8.29,8.24,4.88
0.81,"Ideal","E","VVS1",62.5,54,5752,5.95,5.98,3.73
1.1,"Ideal","J","SI1",61.5,55,4390,6.65,6.68,4.1
0.91,"Premium","H","VS1",61,59,4670,6.25,6.18,3.79
0.7,"Good","D","SI2",58.2,63,2583,5.78,5.83,3.38
1.16,"Ideal","J","SI1",61.8,55,5124,6.75,6.78,4.18
1.21,"Ideal","H","SI1",61.1,57,6180,6.91,6.83,4.2
0.3,"Ideal","D","VS2",61.1,56,710,4.32,4.36,2.65
0.4,"Ideal","F","IF",61.8,55,1261,4.74,4.8,2.95
1.13,"Premium","J","SI2",62.4,59,3987,6.68,6.62,4.15
1,"Very Good","H","VVS2",62.6,56,6249,6.36,6.39,3.99
0.42,"Ideal","J","VS1",62.3,53,636,4.83,4.86,3.02
0.73,"Very Good","I","VS1",62.4,56,2288,5.72,5.76,3.58
1.21,"Very Good","F","VS2",60.1,55,8711,6.91,7.01,4.18
0.74,"Ideal","H","VVS1",61.1,56,3804,5.84,5.91,3.59
0.93,"Premium","E","SI2",60.5,57,4250,6.37,6.32,3.84
0.41,"Premium","G","VS1",61.5,58,961,4.8,4.76,2.94
0.52,"Very Good","G","VS1",59.1,60,1554,5.24,5.19,3.08
1,"Ideal","F","VVS2",61.9,57,9354,6.47,6.42,3.99
0.9,"Very Good","D","SI1",61.7,60,4466,6.14,6.17,3.8
0.34,"Ideal","E","VVS1",61.6,55,1030,4.5,4.52,2.78
0.73,"Ideal","G","VS2",62.5,56,2586,5.78,5.74,3.6
0.52,"Ideal","D","VS2",62,53,1701,5.17,5.21,3.22
1.02,"Very Good","H","SI1",61.9,61,4476,6.34,6.42,3.95
1,"Premium","G","SI1",61.8,59,4256,6.43,6.38,3.96
0.9,"Good","E","VS1",62.7,58,5201,6.07,6.12,3.82
0.41,"Ideal","F","VS2",62.3,57,1107,4.78,4.75,2.97
0.43,"Very Good","E","VVS1",61.9,56,1433,4.81,4.85,2.99
0.72,"Ideal","F","SI1",62.7,57,2586,5.69,5.73,3.58
1.02,"Ideal","D","SI1",61.3,56,6157,6.48,6.53,3.99
2.03,"Premium","I","SI1",59.9,58,15095,8.23,8.21,4.92
0.3,"Ideal","I","VVS1",62.1,56,552,4.3,4.33,2.68
0.24,"Very Good","E","VVS2",63.6,54,485,3.96,4,2.53
1.52,"Premium","H","VS2",59.4,59,11105,7.45,7.49,4.44
0.53,"Premium","E","SI1",62.1,58,1395,5.11,5.19,3.2
